1293076943	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								0	014	014	01	1	0.0	2	1	2	-1.96428571428572	0								4	Kurdistan, Khuzestan, Iran	IR	IR15	41008	30.6693	50.2055	-3072067	4	Khabat, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.2784	43.6707	-3105002	20260308094500	https://www.jpost.com/middle-east/iran-news/article-889210
1293076944	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								1	037	037	03	1	5.0	3	1	3	-0.63291139240507	0								1	Iran	IR	IR		32	53	IR	1	Israel	IS	IS		31.5	34.75	IS	20260308094500	https://thefrontierpost.com/israeli-military-says-it-will-pursue-every-successor-of-irans-khamenei/
1293076945	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								1	100	100	10	3	-5.0	4	1	4	-7.91788856304982	0								4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260308094500	https://www.presstv.ir/Detail/2026/03/08/765105/Pezeshkian-Iran-has-to-respond-to-enemy-attacks-originated-from-any-country
1293076946	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								1	100	100	10	3	-5.0	6	1	6	-7.91788856304982	0								1	Israel	IS	IS		31.5	34.75	IS	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260308094500	https://www.presstv.ir/Detail/2026/03/08/765105/Pezeshkian-Iran-has-to-respond-to-enemy-attacks-originated-from-any-country
1293076947	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								1	110	110	11	3	-2.0	8	1	8	-7.91788856304982	0								4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260308094500	https://www.presstv.ir/Detail/2026/03/08/765105/Pezeshkian-Iran-has-to-respond-to-enemy-attacks-originated-from-any-country
1293076948	20260308	202603	2026	2026.1863											IRN	IRAN	IRN								1	110	110	11	3	-2.0	2	1	2	-7.91788856304982	0								1	Israel	IS	IS		31.5	34.75	IS	4	Basij, Fars, Iran	IR	IR07	41029	30.608	53.1874	10467014	20260308094500	https://www.presstv.ir/Detail/2026/03/08/765105/Pezeshkian-Iran-has-to-respond-to-enemy-attacks-originated-from-any-country
1293076949	20260308	202603	2026	2026.1863											ISR	ISRAEL	ISR								1	051	051	05	1	3.4	2	1	2	-2.3489932885906	0								1	Israel	IS	IS		31.5	34.75	IS	5	Bekaa, Béa, Lebanon	LE	LE08	18792	33.6667	35.8333	-798017	20260308094500	https://www.jwire.com.au/israeli-commandos-hunt-for-clues-in-four-decade-ron-arad-mystery/
1293076950	20260308	202603	2026	2026.1863											KWTMIL	KUWAIT	KWT					MIL			0	042	042	04	1	1.9	2	1	2	-3.29886755292959	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260308094500	https://www.irishtimes.com/world/middle-east/2026/03/08/live-israel-iran-us-war-latest-updates-gulf-states/
1293076951	20260308	202603	2026	2026.1863											LBN	LEBANON	LBN								0	043	043	04	1	2.8	3	1	3	-2.3489932885906	0								5	Bekaa, Béa, Lebanon	LE	LE08	18792	33.6667	35.8333	-798017	5	Bekaa, Béa, Lebanon	LE	LE08	18792	33.6667	35.8333	-798017	20260308094500	https://www.jwire.com.au/israeli-commandos-hunt-for-clues-in-four-decade-ron-arad-mystery/
1293076952	20260308	202603	2026	2026.1863											LBN	LEBANESE	LBN								0	190	190	19	4	-10.0	8	1	8	-2.3489932885906	0								5	Bekaa, Béa, Lebanon	LE	LE08	18792	33.6667	35.8333	-798017	5	Bekaa, Béa, Lebanon	LE	LE08	18792	33.6667	35.8333	-798017	20260308094500	https://www.jwire.com.au/israeli-commandos-hunt-for-clues-in-four-decade-ron-arad-mystery/
1293076953	20260308	202603	2026	2026.1863											LBN	LEBANON	LBN								1	194	194	19	4	-10.0	2	1	2	-9.62962962962963	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20260308094500	https://www.jpost.com/middle-east/article-889214
